Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
818,20,13265,8,5,2002,2002,1218,0,350,1568,1689,0,0,1689,1,0,2,0,3,1,7,2,3,857,150,59,0,0,0,0,0,7,2008,271000
1261,60,24682,6,5,1999,1999,0,0,841,841,892,783,0,1675,0,0,2,1,3,1,7,1,2,502,0,103,0,0,0,0,0,6,2009,181000
1130,90,7200,5,5,1980,1980,936,0,0,936,936,0,0,936,1,0,1,0,2,1,4,0,2,672,49,0,0,0,0,0,0,8,2007,140000
517,80,10448,6,6,1972,1972,0,0,689,689,1378,741,0,2119,0,0,2,1,3,1,7,1,2,583,0,104,0,0,0,0,0,8,2009,158000
95,60,9337,6,5,1997,1997,648,0,176,824,905,881,0,1786,1,0,2,1,3,1,7,0,2,684,0,162,0,0,0,0,0,5,2007,204750
1011,50,21286,5,5,1948,1950,0,0,720,720,720,551,0,1271,0,0,2,0,4,1,7,1,1,312,0,0,108,0,0,0,0,8,2008,135000
786,20,9790,6,5,1967,1967,251,630,491,1372,1342,0,0,1342,0,0,2,0,3,1,7,1,2,457,0,0,0,0,197,0,0,9,2009,161500
680,20,9945,5,5,1961,1961,827,0,161,988,988,0,0,988,1,0,1,0,3,1,5,0,2,572,0,0,0,0,0,0,0,10,2007,128500
709,60,9018,7,5,2007,2007,0,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,1,2,400,100,24,0,0,0,0,0,7,2007,179540
944,90,25000,5,4,1967,1967,0,0,1632,1632,1632,0,0,1632,0,0,2,0,4,2,8,0,2,576,0,0,0,0,0,0,0,6,2007,143000
1228,20,8872,5,8,1965,2008,595,0,317,912,912,0,0,912,1,0,1,0,2,1,5,0,2,576,0,240,0,0,0,0,0,12,2008,147000
1110,20,11362,8,5,2004,2005,1039,0,797,1836,1836,0,0,1836,1,0,2,0,3,1,7,1,3,862,125,185,0,0,0,0,0,3,2009,280000
580,50,12150,5,5,1954,1954,0,0,1050,1050,1050,745,0,1795,0,0,2,0,4,1,7,0,1,352,0,0,0,0,0,0,0,11,2008,131500
582,20,12704,8,5,2008,2009,0,0,2042,2042,2042,0,0,2042,0,0,2,1,3,1,8,1,3,1390,0,90,0,0,0,0,0,8,2009,253293
66,60,9591,8,5,2004,2005,0,0,1143,1143,1143,1330,0,2473,0,0,2,1,4,1,9,1,3,852,192,151,0,0,0,0,0,10,2007,317000
547,50,8737,6,7,1923,1950,300,0,765,1065,915,720,0,1635,0,0,1,1,3,1,6,1,2,440,0,38,0,144,0,0,0,5,2007,210000
572,20,7332,6,6,1959,1959,414,0,450,864,864,0,0,864,1,0,1,0,2,1,4,0,1,288,168,0,0,0,0,0,0,10,2006,120000
901,20,7340,4,6,1971,1971,322,0,536,858,858,0,0,858,0,0,1,0,2,1,4,0,1,684,0,0,0,0,0,0,0,6,2007,110000
1230,80,7910,5,5,1960,1960,666,0,409,1075,1507,0,0,1507,0,0,2,0,4,1,7,0,1,404,0,0,0,0,0,0,0,8,2008,127000
228,160,1869,6,6,1970,1970,321,0,162,483,483,504,0,987,0,0,1,1,2,1,5,0,1,280,0,0,0,0,0,0,0,9,2008,106000
57,160,2645,8,5,1999,2000,649,0,321,970,983,756,0,1739,1,0,2,1,3,1,7,0,2,480,115,0,0,0,0,0,0,8,2009,172500
143,50,8520,5,4,1952,1952,507,0,403,910,910,475,0,1385,0,0,2,0,4,1,6,0,2,720,0,0,0,0,0,0,0,6,2010,166000
404,60,12090,8,5,1998,1998,0,0,1141,1141,1165,1098,0,2263,0,0,2,1,4,1,10,1,2,420,144,123,0,0,0,0,0,7,2006,258000
1204,20,9750,7,5,2000,2001,0,0,1630,1630,1630,0,0,1630,0,0,2,0,3,1,6,1,2,451,74,234,0,0,0,0,0,10,2009,213000
522,20,11988,6,6,1957,1957,777,0,467,1244,1244,0,0,1244,0,0,1,1,3,1,6,2,1,336,0,40,0,0,0,0,0,5,2007,150000
300,20,14000,6,8,1950,2004,0,0,1092,1092,1152,0,0,1152,0,1,1,0,3,1,6,1,1,300,0,36,0,0,0,0,0,8,2009,158500
1324,30,5330,4,7,1940,1950,280,0,140,420,708,0,0,708,0,0,1,0,2,1,5,0,0,0,164,0,0,0,0,0,0,12,2009,82500
436,60,10667,7,6,1996,1996,385,344,70,799,827,834,0,1661,1,0,2,1,3,1,6,1,2,550,158,61,0,0,0,0,0,4,2009,212000
919,60,13125,7,5,1991,1991,48,634,422,1104,912,1215,0,2127,1,0,2,1,4,1,8,1,3,833,72,192,224,0,0,0,0,11,2007,238000
854,80,12095,6,6,1964,1964,564,0,563,1127,1445,0,0,1445,0,0,1,1,3,1,7,1,2,645,180,0,0,0,0,0,0,8,2009,158000
1067,60,7837,6,7,1993,1994,0,0,799,799,799,772,0,1571,0,0,2,1,3,1,7,1,2,380,0,40,0,0,0,0,0,5,2009,178000
886,120,5119,9,5,1999,2000,1238,0,460,1698,1709,0,0,1709,1,0,2,0,2,1,5,1,2,506,97,65,0,0,0,0,0,1,2008,328900
205,50,3500,5,7,1947,1950,312,0,408,720,720,564,0,1284,0,0,1,1,2,1,5,0,1,240,0,35,0,0,0,0,0,4,2009,110000
1455,20,7500,7,5,2004,2005,410,0,811,1221,1221,0,0,1221,1,0,2,0,2,1,6,0,2,400,0,113,0,0,0,0,0,10,2009,185000
160,60,19378,7,5,2005,2006,57,0,1335,1392,1392,1070,0,2462,1,0,2,1,4,1,9,1,2,576,239,132,0,168,0,0,0,3,2006,320000
191,70,10570,8,8,1932,1994,297,0,556,853,1549,1178,0,2727,0,0,2,1,3,1,10,2,2,440,0,74,0,0,0,0,0,12,2007,315000
336,190,164660,5,6,1965,1965,1249,147,103,1499,1619,167,0,1786,2,0,2,0,3,1,7,2,2,529,670,0,0,0,0,0,700,8,2008,228950
249,60,11317,7,5,2003,2003,0,0,840,840,840,828,0,1668,0,0,2,1,3,1,8,0,2,500,144,68,0,0,0,0,0,9,2007,180000
1115,20,5400,5,7,1954,2000,415,0,418,833,833,0,0,833,0,0,1,0,2,1,4,0,1,326,0,0,0,0,0,0,0,8,2006,117000
116,160,3230,6,5,1999,1999,419,0,310,729,729,729,0,1458,0,0,2,1,2,1,5,1,2,440,0,32,0,0,0,0,0,6,2007,176000
538,20,12735,4,5,1972,1972,600,0,264,864,864,0,0,864,0,0,1,0,3,1,5,0,2,576,216,0,0,0,0,0,0,4,2008,111250
479,20,10637,8,5,2007,2008,1288,0,417,1705,1718,0,0,1718,1,0,2,0,3,1,7,1,3,826,208,44,0,0,0,0,0,9,2009,297000
271,60,10728,8,5,2006,2006,0,0,1095,1095,1095,844,0,1939,0,0,2,1,3,1,8,1,3,1053,192,51,0,0,0,0,0,8,2006,266000
1253,20,9858,5,6,1968,1968,510,0,354,864,874,0,0,874,1,0,1,0,3,1,5,0,1,288,33,0,0,0,0,0,600,11,2009,130000
737,90,8544,3,4,1950,1950,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,2,400,0,0,0,0,0,0,0,7,2006,93500
1185,20,35133,5,4,1963,1963,1159,0,413,1572,1572,0,0,1572,1,0,1,1,3,1,5,2,3,995,0,263,0,0,263,0,0,5,2007,186700
76,180,1596,4,5,1973,1973,462,0,0,462,526,462,0,988,1,0,1,0,2,1,5,0,1,297,120,101,0,0,0,0,0,11,2009,91000
1183,60,15623,10,5,1996,1996,2096,0,300,2396,2411,2065,0,4476,1,0,3,1,4,1,10,2,3,813,171,78,0,0,0,555,0,7,2007,745000
463,20,8281,5,5,1965,1965,553,311,0,864,864,0,0,864,0,0,1,0,3,1,5,1,1,360,0,0,236,0,0,0,0,12,2009,62383
756,160,3230,6,5,1999,1999,381,0,348,729,742,729,0,1471,0,0,2,1,3,1,6,0,2,440,0,24,0,0,0,0,0,3,2009,172500
1356,80,10192,7,6,1968,1992,0,0,570,570,1222,698,0,1920,0,0,3,0,4,1,8,1,2,487,0,98,0,0,0,0,0,9,2006,170000
391,50,8405,5,8,1900,1950,241,391,229,861,961,406,0,1367,1,0,1,0,4,1,7,0,1,384,0,130,112,0,0,0,0,4,2008,119000
513,20,9100,5,5,1958,1958,521,174,169,864,864,0,0,864,1,0,1,0,3,1,5,0,2,624,0,0,0,0,0,0,0,7,2006,129900
454,60,9000,8,5,2008,2008,0,0,768,768,786,804,0,1590,0,0,2,1,3,1,6,0,2,676,0,30,0,0,0,0,0,6,2009,210000
683,120,2887,6,5,1996,1997,1003,0,288,1291,1291,0,0,1291,1,0,1,0,2,1,6,1,2,431,307,0,0,0,0,0,0,11,2008,173000
88,160,3951,6,5,2009,2009,0,0,612,612,612,612,0,1224,0,0,2,1,2,1,4,0,2,528,0,234,0,0,0,0,0,6,2009,164500
574,80,9967,7,5,2000,2000,0,0,384,384,774,656,0,1430,0,0,2,1,3,1,8,1,2,400,100,0,0,0,0,0,0,12,2007,170000
1334,50,7200,5,6,1938,1995,0,0,803,803,803,557,0,1360,0,0,1,1,2,1,6,0,1,297,0,65,190,0,0,0,0,7,2006,125500
821,60,7226,7,5,2003,2003,0,0,798,798,798,842,0,1640,0,0,2,1,3,1,6,0,2,595,0,45,0,0,0,0,0,6,2008,183000
730,30,6240,4,5,1925,1950,152,0,628,780,848,0,360,1208,0,0,1,0,2,1,5,0,2,539,0,23,112,0,0,0,0,1,2009,103000
695,50,6120,5,6,1936,1950,0,0,927,927,1067,472,0,1539,0,0,1,1,3,1,5,0,2,576,112,0,0,0,0,0,0,4,2009,141500
1037,20,12898,9,5,2007,2008,1022,0,598,1620,1620,0,0,1620,1,0,2,0,2,1,6,1,3,912,228,0,0,0,0,0,0,9,2009,315500
895,90,7018,5,5,1979,1979,0,0,0,0,1535,0,0,1535,0,0,2,0,4,2,8,0,2,400,0,0,0,0,0,0,0,6,2009,118858
760,60,12257,8,5,1995,1995,56,64,1198,1318,1328,1203,0,2531,0,0,2,1,4,1,9,1,3,752,222,98,0,0,0,0,0,11,2007,290000
1315,20,8190,4,6,1954,1954,732,0,216,948,948,0,0,948,1,0,1,0,3,1,5,1,1,280,0,36,0,0,0,0,0,10,2007,119000
1363,50,12513,4,4,1920,2007,0,0,715,715,1281,457,0,1738,0,0,2,0,4,1,7,1,1,368,55,0,0,0,0,0,0,6,2009,104900
991,60,9452,8,5,1997,1998,1074,0,322,1396,1407,985,0,2392,1,0,2,1,3,1,7,1,3,870,0,70,0,0,0,0,0,6,2006,348000
482,20,11846,9,5,2003,2004,1567,0,225,1792,1792,0,0,1792,1,0,2,0,2,1,6,1,3,874,206,49,0,0,0,0,0,8,2006,374000
182,70,7588,7,6,1920,1950,352,0,441,793,901,901,0,1802,0,0,1,1,4,1,9,1,1,216,0,0,40,0,0,0,0,7,2006,200100
877,20,25286,4,5,1963,1963,633,0,431,1064,1040,0,0,1040,1,0,1,0,3,1,5,0,2,648,0,0,0,0,0,0,0,1,2007,132250
1263,50,11250,4,5,1957,1989,0,0,1104,1104,1104,684,0,1788,1,0,1,0,5,1,8,2,1,304,120,0,0,0,0,0,0,11,2009,161500
862,190,11625,5,4,1965,1965,841,0,198,1039,1039,0,0,1039,1,0,1,1,3,1,6,0,2,504,0,0,0,0,0,0,0,4,2010,131500
199,75,5520,6,6,1912,1950,0,0,755,755,929,929,371,2229,0,0,1,0,5,1,8,0,0,0,0,198,30,0,0,0,0,7,2009,104000
1232,90,7728,5,6,1962,1962,803,0,303,1106,1190,0,0,1190,1,0,1,0,3,1,6,0,2,540,0,18,0,0,0,0,0,5,2006,132500
492,50,9490,6,7,1941,1950,403,165,238,806,958,620,0,1578,1,0,1,0,3,1,5,2,1,240,0,0,32,0,0,0,0,8,2006,133000
562,20,10010,5,5,1974,1975,1071,123,195,1389,1389,0,0,1389,1,0,1,0,2,1,6,1,2,418,240,38,0,0,0,0,0,4,2006,170000
121,80,21453,6,5,1969,1969,938,0,0,938,988,0,0,988,1,0,1,0,1,1,4,2,2,540,0,130,0,130,0,0,0,10,2006,180000
499,20,7800,5,7,1967,2004,450,0,414,864,899,0,0,899,0,0,1,0,3,1,5,0,1,288,64,0,0,0,0,0,0,6,2009,130000
373,120,7175,6,5,1984,1984,623,121,0,744,752,0,0,752,1,0,1,0,2,1,4,0,1,264,353,0,0,0,90,0,0,2,2010,125000
1247,60,8125,7,5,2005,2006,0,0,756,756,756,797,0,1553,0,0,2,1,3,1,6,0,2,615,0,45,0,0,0,0,0,3,2006,186500
202,20,10125,6,6,1977,1977,641,279,276,1196,1279,0,0,1279,0,1,2,0,3,1,6,2,2,473,238,83,0,0,0,0,0,2,2008,171500
1012,90,9825,5,5,1965,1965,0,0,0,0,1664,0,0,1664,0,0,2,0,4,2,8,0,0,0,0,0,0,0,0,0,0,5,2010,100000
52,50,6240,6,6,1934,1950,0,0,816,816,816,0,360,1176,0,0,1,0,3,1,6,1,2,528,112,0,0,0,0,0,400,9,2006,114500
187,80,9947,7,5,1990,1991,611,0,577,1188,1217,0,0,1217,1,0,2,0,3,1,6,0,2,497,168,27,0,0,0,0,0,6,2009,173000
529,30,9098,4,7,1920,2002,348,0,180,528,605,0,0,605,1,0,1,0,2,1,5,0,0,0,0,0,144,0,0,0,0,7,2007,86000
725,20,13286,9,5,2007,2008,1234,0,464,1698,1698,0,0,1698,1,0,2,0,3,1,8,1,3,768,327,64,0,0,0,0,0,2,2009,320000
1082,20,7500,5,5,1963,1963,824,0,216,1040,1040,0,0,1040,1,0,1,1,3,1,5,0,1,308,0,0,220,0,0,0,0,6,2010,133000
134,20,6853,8,5,2001,2002,1005,0,262,1267,1296,0,0,1296,1,0,2,0,2,1,6,0,2,471,192,25,0,0,0,0,0,6,2009,220000
1224,20,10680,5,3,1951,1951,756,0,1380,2136,2136,0,0,2136,0,0,2,0,4,1,7,0,2,528,0,30,0,0,0,0,0,10,2006,137900
1241,60,8158,7,5,2003,2003,550,0,334,884,884,884,0,1768,1,0,2,1,3,1,8,0,2,543,0,63,0,0,0,0,0,7,2008,224900
82,120,4500,6,5,1998,1998,1201,0,36,1237,1337,0,0,1337,1,0,2,0,2,1,5,0,2,405,0,199,0,0,0,0,0,3,2006,153500
491,160,2665,5,6,1976,1976,0,0,264,264,616,688,0,1304,0,0,1,1,3,1,4,1,1,336,141,24,0,0,0,0,0,6,2008,115000
925,20,10240,6,6,1980,1980,625,1061,0,1686,1686,0,0,1686,1,0,2,0,3,1,7,1,2,612,384,131,0,0,0,0,0,5,2006,207500
423,20,21750,5,5,1954,1954,0,0,988,988,988,0,0,988,0,0,1,0,2,1,4,0,2,520,0,0,0,0,0,0,0,2,2008,113000
981,85,12122,7,9,1961,2007,867,0,77,944,999,0,0,999,1,0,1,0,3,1,6,0,2,588,144,76,0,0,0,0,0,7,2008,178400
675,20,9200,6,6,1965,1965,892,0,244,1136,1136,0,0,1136,1,0,1,0,3,1,5,1,1,384,426,0,0,0,0,0,0,7,2008,140000
1379,160,1953,6,5,1973,1973,309,0,174,483,483,504,0,987,0,0,1,1,2,1,5,0,1,264,72,0,0,0,0,0,0,6,2006,83000
1440,60,11584,7,6,1979,1979,315,110,114,539,1040,685,0,1725,0,0,2,1,3,1,6,1,2,550,0,88,216,0,0,0,0,11,2007,197000
1085,60,13031,6,5,1995,1996,592,0,99,691,691,807,0,1498,0,0,2,1,3,1,6,1,2,409,315,44,0,0,0,0,0,7,2006,187500
387,50,8410,5,3,1910,1996,0,0,658,658,658,526,0,1184,0,0,1,0,5,1,8,0,0,0,0,151,0,0,0,0,0,5,2006,81000
1132,20,10712,5,5,1991,1992,212,0,762,974,974,0,0,974,0,0,1,0,3,1,5,0,0,0,0,28,0,0,0,0,0,9,2007,93500
1142,60,10304,5,7,1976,1976,381,0,399,780,1088,780,0,1868,1,0,2,1,4,1,9,1,2,484,448,96,0,0,0,0,0,10,2009,197500
1180,20,8335,5,5,1954,1954,0,0,0,0,1124,0,0,1124,0,0,1,0,3,1,5,1,0,0,0,36,190,0,0,0,0,4,2006,93000
1105,160,2016,5,5,1970,1970,0,0,630,630,630,672,0,1302,0,0,2,1,3,1,6,0,2,440,0,0,0,0,0,0,0,4,2007,106000
13,20,12968,5,6,1962,1962,737,0,175,912,912,0,0,912,1,0,1,0,2,1,4,0,1,352,140,0,0,0,176,0,0,9,2008,144000
1060,50,11275,6,7,1932,1950,297,557,0,854,1096,895,0,1991,0,0,1,1,3,1,7,1,2,432,0,0,19,0,0,0,0,3,2007,220000
74,20,10200,5,7,1954,2003,320,362,404,1086,1086,0,0,1086,1,0,1,0,3,1,6,0,2,490,0,0,0,0,0,0,0,5,2010,144900
787,50,10800,5,6,1915,1950,686,0,0,686,966,686,0,1652,1,0,2,0,4,1,7,0,1,416,0,0,196,0,0,0,1200,6,2010,139000
958,20,7420,5,5,1962,1962,417,0,640,1057,1057,0,0,1057,0,0,1,0,3,1,6,0,2,576,0,0,0,0,0,0,0,4,2007,132000
1146,50,6240,5,6,1928,1950,0,0,1042,1042,1042,534,0,1576,0,0,1,0,3,1,8,1,1,225,0,0,0,0,0,0,0,8,2006,149000
1205,20,10140,5,6,1975,1975,788,0,268,1056,1074,0,0,1074,1,0,1,1,3,1,6,0,2,495,0,88,0,0,0,0,0,7,2006,153500
461,60,8004,8,5,2009,2009,544,0,288,832,832,1103,0,1935,1,0,2,1,3,1,8,0,2,552,0,150,0,0,0,0,0,12,2009,263435
303,20,13704,7,5,2001,2002,0,0,1541,1541,1541,0,0,1541,0,0,2,0,3,1,6,1,3,843,468,81,0,0,0,0,0,1,2006,205000
1286,50,6000,6,6,1939,1950,0,0,780,780,825,587,0,1412,0,0,1,0,4,1,6,1,1,280,45,0,0,0,0,0,0,5,2009,132500
164,45,5500,4,6,1956,1956,0,0,882,882,882,0,0,882,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,4,2007,103200
48,20,11096,8,5,2006,2006,24,0,1632,1656,1656,0,0,1656,0,0,2,0,3,1,7,0,3,826,0,146,0,0,0,0,0,7,2007,249700
1433,30,10800,4,6,1927,2007,0,0,656,656,968,0,0,968,0,0,2,0,4,1,5,0,1,216,0,0,0,0,0,0,0,8,2007,64500
99,30,10625,5,5,1920,1950,108,0,350,458,835,0,0,835,0,0,1,0,2,1,5,0,1,366,0,0,77,0,0,0,400,5,2010,83000
410,60,10800,8,5,2007,2008,789,0,245,1034,1050,1028,0,2078,1,0,2,1,3,1,8,1,3,836,0,102,0,0,0,0,0,4,2008,339750
922,90,8777,5,7,1900,2003,1084,0,188,1272,1272,928,0,2200,2,0,2,2,4,2,9,0,0,0,0,70,0,0,0,0,0,9,2008,145900
521,190,10800,4,7,1900,2000,0,0,0,0,694,600,0,1294,0,0,2,0,3,2,7,0,0,0,220,114,210,0,0,0,0,8,2008,106250
402,20,8767,7,5,2005,2005,24,0,1286,1310,1310,0,0,1310,0,0,2,0,3,1,6,1,2,400,0,0,0,0,0,0,0,7,2006,164990
281,60,11287,7,6,1989,1989,421,0,386,807,1175,807,0,1982,0,0,2,1,3,1,7,1,2,575,0,84,0,196,0,0,0,1,2007,228500
1402,60,7415,6,5,2004,2004,759,0,80,839,864,729,0,1593,1,0,2,1,3,1,8,1,2,398,100,75,0,0,0,0,0,4,2008,193000
132,60,12224,6,5,2000,2000,695,0,297,992,1022,1032,0,2054,1,0,2,1,3,1,7,1,2,390,24,48,0,0,0,0,0,7,2009,244000
809,80,13400,5,5,1966,1966,516,128,380,1024,1086,0,0,1086,1,0,1,0,3,1,6,1,2,484,0,0,0,0,0,0,0,6,2006,159950
1250,20,7200,5,7,1950,1950,534,96,246,876,988,0,0,988,0,0,1,0,3,1,6,0,1,276,0,80,0,0,0,0,0,5,2007,119000
1084,20,8800,6,6,1964,1964,553,0,698,1251,1251,0,0,1251,1,0,1,0,3,1,6,2,1,461,0,116,0,0,0,0,700,3,2006,160000
614,20,8402,5,5,2007,2007,206,0,914,1120,1120,0,0,1120,0,0,1,0,3,1,6,0,0,0,0,30,0,0,0,0,0,12,2007,147000
216,20,10011,5,6,1957,1996,360,0,710,1070,1236,0,0,1236,0,1,1,0,2,1,6,1,1,447,0,0,0,0,0,0,0,5,2006,134450
136,20,10400,7,6,1970,1970,0,0,1304,1304,1682,0,0,1682,0,0,2,0,3,1,7,1,2,530,98,0,0,0,0,0,0,5,2008,174000
635,90,6979,6,5,1980,1980,1056,0,0,1056,1056,0,0,1056,2,0,0,0,0,2,4,0,2,576,264,56,0,0,0,0,600,6,2010,144000
447,20,16492,6,6,1966,2002,247,713,557,1517,1888,0,0,1888,0,0,2,1,2,1,6,1,2,578,0,0,0,0,0,0,0,6,2010,190000
626,20,10000,6,6,1962,1962,0,0,1116,1116,1116,0,0,1116,0,0,1,1,3,1,5,0,2,440,0,0,0,0,385,0,0,2,2010,160000
299,60,11700,6,6,1968,1968,384,175,143,702,1041,702,0,1743,0,1,1,2,3,1,7,1,2,539,224,0,0,0,0,0,0,6,2007,175000
1337,90,9246,5,5,1973,1973,0,0,1656,1656,1656,0,0,1656,0,0,2,0,4,2,8,0,2,506,0,211,0,0,0,0,0,11,2008,135000
526,20,7500,7,5,2005,2005,0,0,1257,1257,1266,0,0,1266,0,0,2,0,3,1,6,1,2,453,38,144,0,0,0,0,0,4,2006,176000
630,80,9020,6,5,1964,1964,624,336,288,1248,1350,0,0,1350,1,0,1,1,3,1,6,0,2,520,176,0,0,0,0,0,0,6,2008,168500
1284,90,9400,6,5,1971,1971,0,0,912,912,912,912,0,1824,0,0,2,2,4,2,8,0,0,0,128,0,0,0,0,0,0,4,2010,139000
712,50,8712,4,7,1900,1950,0,0,859,859,859,319,0,1178,0,0,1,0,2,1,7,0,1,384,68,0,98,0,0,0,0,1,2010,102776
777,20,11210,7,5,2005,2006,20,0,1594,1614,1614,0,0,1614,0,0,2,0,3,1,7,0,3,865,144,59,0,0,0,0,0,7,2006,221500
196,160,2280,6,6,1976,1976,566,0,289,855,855,601,0,1456,0,0,2,1,3,1,7,1,2,440,87,0,0,0,0,0,0,7,2009,148500
1326,30,3636,4,4,1922,1950,0,0,796,796,796,0,0,796,0,0,1,0,2,1,5,0,0,0,0,0,100,0,0,0,0,1,2008,55000
1290,60,11065,8,5,2006,2006,0,0,1085,1085,1120,850,0,1970,0,0,2,1,3,1,8,1,3,753,177,74,0,0,0,0,0,10,2006,281000
1107,20,10357,7,5,1990,1991,738,0,172,910,1442,0,0,1442,1,0,2,0,3,1,6,1,2,719,0,244,0,0,0,0,0,5,2007,179900
1430,20,12546,6,7,1981,1981,678,0,762,1440,1440,0,0,1440,0,0,2,0,3,1,7,1,2,467,0,0,99,0,0,0,0,4,2007,182900
599,20,12984,5,6,1977,1977,1283,147,0,1430,1647,0,0,1647,1,0,2,0,3,1,7,1,2,621,0,0,0,0,0,0,0,3,2006,217500
1189,60,8935,7,5,2002,2002,0,0,831,831,831,829,0,1660,0,0,2,1,3,1,7,0,2,493,144,68,0,0,0,0,0,7,2009,195000
1072,60,11700,6,6,1968,1968,298,0,429,727,829,727,0,1556,0,0,1,1,4,1,8,0,2,441,0,0,0,0,0,0,0,5,2009,154000
946,50,8820,5,6,1890,1996,1088,0,0,1088,1188,561,120,1869,0,0,1,0,2,1,7,0,2,456,48,0,244,0,0,0,0,9,2009,124900
415,60,11228,7,5,1993,1993,50,531,499,1080,1080,1017,0,2097,0,1,2,1,3,1,9,1,3,678,196,187,0,0,0,0,0,12,2008,228000
986,190,10880,5,5,1950,1950,1040,0,124,1164,1164,0,0,1164,1,0,1,0,3,1,5,0,1,240,0,48,0,0,0,0,0,8,2008,125000
59,60,13682,10,5,2006,2006,0,0,1410,1410,1426,1519,0,2945,0,0,3,1,3,1,10,1,3,641,192,0,37,0,0,0,0,10,2006,438780
791,120,3182,7,5,2005,2006,16,0,1129,1145,1145,0,0,1145,0,0,2,0,2,1,5,1,2,397,100,16,0,0,0,0,0,9,2009,160200
1427,60,10944,7,5,1994,1994,1000,0,223,1223,1223,904,0,2127,1,0,2,1,3,1,5,2,2,525,171,132,0,0,0,0,0,8,2008,271000
240,50,8741,6,4,1945,1950,94,0,641,735,798,689,0,1487,0,0,1,1,3,1,7,1,1,220,0,140,0,0,0,0,0,4,2010,113000
672,70,6629,6,6,1925,1950,551,0,121,672,697,672,0,1369,1,0,2,0,3,1,6,0,1,300,147,0,0,0,0,0,0,7,2009,103600
1177,20,6951,5,5,1984,1985,658,0,218,876,923,0,0,923,1,0,1,0,3,1,5,0,1,264,362,0,0,0,0,0,0,10,2008,119500
721,120,6563,8,5,1985,1985,1148,0,594,1742,1742,0,0,1742,1,0,2,0,2,1,5,1,2,564,114,28,234,0,0,0,0,12,2006,275000
1375,60,10625,7,5,2005,2005,0,0,1026,1026,1026,932,0,1958,0,0,2,1,3,1,9,1,3,936,154,210,0,0,0,0,0,7,2008,250000
28,20,11478,8,5,2007,2008,1218,0,486,1704,1704,0,0,1704,1,0,2,0,3,1,7,1,3,772,0,50,0,0,0,0,0,5,2010,306000
405,60,10364,6,5,1995,1996,0,0,806,806,806,766,0,1572,0,0,2,1,3,1,7,1,2,373,0,40,0,0,0,0,0,5,2007,168000
1004,90,11500,5,6,1976,1976,0,0,1680,1680,1680,0,0,1680,0,0,2,0,4,2,8,0,2,528,0,0,0,0,0,0,0,6,2007,136905
127,120,4928,6,5,1976,1976,120,0,958,1078,958,0,0,958,0,0,2,0,2,1,5,1,2,440,0,205,0,0,0,0,0,2,2007,128000
1207,20,8900,4,4,1966,1966,1056,0,0,1056,1056,0,0,1056,1,0,1,0,2,1,5,0,1,384,0,42,0,0,0,0,0,11,2006,107000
719,60,10542,7,5,1993,1994,1173,0,138,1311,1325,1093,0,2418,1,0,2,1,3,1,9,1,3,983,250,154,216,0,0,0,0,8,2008,341000
1196,60,8029,6,5,2005,2005,0,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,0,2,400,100,24,0,0,0,0,0,7,2008,176000
816,20,12137,7,5,1998,1998,0,0,1649,1649,1661,0,0,1661,0,0,2,0,3,1,6,0,2,598,0,34,0,0,0,0,0,5,2010,224900
504,20,15602,7,8,1959,1997,1247,0,254,1501,1801,0,0,1801,1,0,2,0,1,1,6,2,2,484,0,54,0,0,161,0,0,3,2010,289000
936,30,5825,4,5,1926,1953,0,0,600,600,747,0,0,747,0,0,1,0,1,1,5,0,2,528,0,0,32,0,0,0,0,6,2006,79900
641,120,12677,8,5,2003,2004,1218,0,300,1518,1518,0,0,1518,0,0,1,1,1,1,6,1,2,588,185,140,0,0,0,0,0,4,2008,274000
91,20,7200,4,5,1950,1950,0,0,0,0,1040,0,0,1040,0,0,1,0,2,1,4,0,2,420,0,29,0,0,0,0,0,7,2006,109900
926,20,15611,5,6,1977,1977,767,93,266,1126,1126,0,0,1126,0,1,2,0,3,1,6,0,2,540,180,0,0,0,0,0,0,3,2008,175000
831,20,11900,6,5,1957,1957,1040,0,352,1392,1392,0,0,1392,1,0,1,1,3,1,6,2,2,458,0,0,0,0,192,0,0,6,2008,166000
263,80,8471,6,7,1977,1995,506,0,0,506,1212,0,0,1212,1,0,1,0,3,1,6,1,2,492,292,12,0,0,0,0,0,7,2006,151000
766,20,14587,9,5,2008,2008,0,0,1498,1498,1506,0,0,1506,0,0,2,0,2,1,6,1,2,592,0,174,0,0,0,0,0,8,2008,264132
