age,education,day,month,y,duration
30,tertiary,27,may,no,662
47,unknown,5,may,no,92
59,secondary,15,may,no,157
56,primary,5,jun,no,140
28,secondary,3,jun,no,860
35,primary,14,may,no,467
34,secondary,5,may,no,11
45,secondary,21,nov,no,64
48,secondary,15,apr,no,349
42,secondary,17,jul,no,277
33,secondary,7,may,no,109
34,tertiary,18,nov,no,32
43,secondary,30,apr,yes,323
60,unknown,4,aug,no,67
37,secondary,23,jul,no,175
54,secondary,28,jul,yes,867
30,tertiary,18,dec,yes,364
50,secondary,11,may,no,21
32,tertiary,21,nov,no,299
37,secondary,8,may,yes,985
27,secondary,4,feb,no,471
29,secondary,7,may,no,127
45,secondary,17,jun,no,705
59,secondary,5,feb,no,17
43,secondary,20,nov,no,105
31,secondary,3,jun,no,216
41,tertiary,12,aug,yes,147
41,unknown,31,jul,no,81
26,tertiary,15,apr,yes,200
54,secondary,25,jul,no,657
28,secondary,28,may,no,386
40,tertiary,11,jul,no,919
33,secondary,19,aug,no,168
48,tertiary,5,aug,yes,389
41,secondary,13,aug,no,69
55,secondary,17,jun,no,847
40,primary,15,may,no,487
45,secondary,9,jul,no,113
52,tertiary,25,aug,no,56
46,tertiary,28,jan,no,107
34,secondary,7,may,no,154
48,secondary,13,aug,no,106
25,secondary,5,may,no,342
58,secondary,18,nov,no,234
30,secondary,28,may,no,238
58,unknown,6,jun,no,49
47,tertiary,27,aug,no,71
50,secondary,5,aug,no,203
38,secondary,3,apr,no,277
44,secondary,17,nov,no,158
66,secondary,18,feb,yes,232
42,tertiary,19,nov,no,1662
39,secondary,17,jun,no,157
32,secondary,21,may,no,738
39,tertiary,22,may,no,181
58,tertiary,18,nov,no,263
58,secondary,26,aug,no,384
36,tertiary,25,oct,no,129
62,primary,19,oct,no,131
35,tertiary,18,jul,yes,799
37,secondary,12,may,no,268
32,tertiary,18,nov,no,218
46,secondary,30,jul,no,597
30,tertiary,21,jul,no,106
62,unknown,28,jan,no,80
30,secondary,21,nov,no,156
47,secondary,5,feb,no,33
41,tertiary,11,jun,no,152
26,secondary,23,may,no,386
21,unknown,19,may,no,53
38,secondary,8,may,no,175
34,secondary,12,aug,no,176
42,tertiary,29,jan,no,132
42,tertiary,2,feb,no,413
33,secondary,28,aug,no,26
54,secondary,26,may,no,14
25,secondary,27,may,no,275
62,tertiary,16,mar,no,44
45,tertiary,21,aug,no,144
59,tertiary,30,jul,no,183
32,secondary,6,may,no,345
46,secondary,6,feb,no,1047
39,primary,18,nov,no,213
40,secondary,26,may,no,258
36,primary,20,apr,no,223
28,secondary,2,jun,yes,226
47,secondary,13,sep,no,502
54,tertiary,17,nov,no,98
59,tertiary,17,jun,no,437
41,tertiary,16,jul,no,141
41,primary,31,jul,no,73
45,secondary,18,jun,no,41
45,tertiary,26,aug,no,133
34,secondary,8,jul,yes,449
35,secondary,21,nov,no,72
30,secondary,6,may,no,66
29,secondary,28,may,no,272
35,secondary,21,nov,no,38
53,secondary,13,aug,no,205
38,secondary,23,may,no,553
27,secondary,7,may,no,146
35,secondary,8,jul,no,632
33,secondary,19,aug,no,255
48,secondary,27,aug,no,146
36,tertiary,19,nov,no,107
34,primary,5,feb,no,288
54,secondary,8,apr,no,59
43,secondary,30,may,no,711
47,tertiary,13,may,no,85
49,secondary,24,jul,no,63
45,primary,13,may,no,160
39,tertiary,16,may,yes,813
30,tertiary,12,aug,no,91
66,secondary,15,nov,no,414
33,tertiary,30,jan,no,159
31,primary,27,may,no,159
47,secondary,4,jul,no,111
34,tertiary,13,may,no,60
35,secondary,7,may,no,1051
44,tertiary,10,jul,no,109
37,secondary,11,jun,no,153
41,tertiary,15,may,no,217
34,tertiary,28,aug,no,210
33,secondary,17,apr,no,377
37,tertiary,3,jun,no,301
28,secondary,4,jun,no,121
48,secondary,9,jun,no,65
35,secondary,30,may,yes,691
39,primary,21,may,no,353
36,tertiary,9,jun,no,398
50,secondary,7,aug,no,103
35,secondary,30,jan,no,144
33,tertiary,22,jul,no,66
36,secondary,11,jun,no,179
26,secondary,21,jul,no,594
37,tertiary,12,may,no,524
43,tertiary,20,nov,no,52
38,secondary,6,jun,no,50
38,unknown,2,apr,no,477
29,secondary,2,feb,yes,177
41,primary,10,jul,no,465
31,tertiary,28,jul,no,98
48,secondary,26,may,no,208
52,secondary,16,jun,no,163
43,secondary,14,aug,no,98
59,unknown,5,mar,no,64
30,tertiary,20,may,no,339
31,secondary,19,nov,no,133
36,tertiary,22,may,no,169
31,tertiary,25,jul,no,266
31,tertiary,16,jul,no,410
49,tertiary,21,nov,no,13
50,secondary,14,may,no,74
30,tertiary,29,apr,yes,375
62,tertiary,4,jun,no,106
37,tertiary,25,jun,yes,266
35,tertiary,11,nov,no,158
42,secondary,22,jul,no,176
45,secondary,29,oct,yes,264
29,secondary,6,may,no,315
71,tertiary,27,apr,yes,388
25,tertiary,18,may,yes,600
31,tertiary,27,apr,no,345
57,secondary,16,jul,no,236
28,secondary,28,may,no,201
38,unknown,20,jun,no,15
29,secondary,23,jul,no,644
34,secondary,7,jul,no,130
44,secondary,17,apr,no,467
30,unknown,8,jul,no,154
39,primary,26,may,no,117
41,primary,14,may,no,152
27,secondary,13,may,no,203
35,secondary,3,jun,no,316
50,secondary,18,jul,no,223
40,secondary,12,aug,no,238
42,unknown,30,apr,yes,368
39,secondary,19,aug,no,344
54,tertiary,5,may,yes,673
32,secondary,19,may,no,343
42,tertiary,31,jul,no,451
49,secondary,12,jun,no,106
46,secondary,23,may,no,488
47,tertiary,11,jul,no,87
28,secondary,15,jun,no,60
53,secondary,8,may,no,96
54,unknown,28,jan,no,66
52,secondary,13,aug,no,684
32,secondary,19,nov,no,303
36,secondary,15,jul,no,201
44,secondary,19,may,no,87
54,secondary,14,may,no,108
39,secondary,8,aug,no,100
48,secondary,2,feb,no,167
33,tertiary,26,may,no,159
57,primary,19,oct,no,270
48,secondary,17,apr,no,264
38,unknown,21,nov,no,140
30,tertiary,30,jul,no,151
42,secondary,25,jun,no,71
37,secondary,20,aug,no,352
55,secondary,27,aug,no,335
49,unknown,18,jun,no,163
34,secondary,17,apr,no,759
41,secondary,3,jun,no,332
47,tertiary,10,dec,yes,805
37,tertiary,23,jul,no,181
29,secondary,25,jul,no,236
43,tertiary,22,jul,no,168
30,tertiary,17,nov,no,104
51,secondary,15,may,no,67
28,secondary,2,apr,no,173
38,tertiary,24,jul,no,62
33,secondary,21,jul,no,147
23,tertiary,27,may,yes,1178
36,secondary,17,jul,no,330
46,tertiary,19,may,no,134
38,secondary,12,feb,yes,1835
32,tertiary,20,aug,no,194
38,tertiary,2,feb,no,157
56,secondary,9,jul,no,659
39,secondary,26,mar,yes,200
28,tertiary,20,apr,no,277
31,secondary,23,may,no,504
32,tertiary,2,aug,no,100
53,secondary,15,may,no,241
49,secondary,3,feb,no,392
64,secondary,11,aug,no,157
24,secondary,28,jul,no,106
29,tertiary,15,may,no,1088
58,primary,7,jul,no,179
46,unknown,12,may,no,75
34,secondary,23,may,no,258
41,tertiary,25,aug,no,36
25,primary,28,may,no,397
32,secondary,5,aug,no,159
58,primary,5,may,no,156
53,secondary,20,nov,no,689
37,secondary,3,apr,no,309
35,primary,11,may,no,72
31,secondary,13,jan,no,262
36,secondary,2,apr,no,320
26,secondary,10,jul,no,604
27,tertiary,30,jan,no,533
43,secondary,22,aug,no,88
34,tertiary,16,may,no,261
30,tertiary,25,jul,no,172
48,secondary,29,apr,no,714
28,secondary,7,jul,no,576
28,tertiary,6,jun,no,144
36,tertiary,13,aug,no,150
30,tertiary,23,may,no,274
37,tertiary,16,jul,no,57
42,unknown,28,jul,no,307
59,tertiary,27,aug,no,87
44,secondary,29,may,no,574
32,tertiary,4,feb,yes,192
29,tertiary,25,jul,no,198
31,tertiary,21,nov,no,37
31,unknown,15,may,no,311
44,primary,17,nov,no,230
33,secondary,19,nov,no,286
39,primary,5,jun,no,138
59,secondary,14,jul,no,127
41,secondary,9,feb,no,116
40,secondary,4,feb,no,671
25,secondary,4,may,no,364
44,unknown,26,may,no,175
41,secondary,24,jul,no,168
59,primary,14,jan,yes,309
58,unknown,23,may,no,317
59,secondary,4,sep,yes,879
30,tertiary,16,may,no,476
29,secondary,21,jul,no,260
53,secondary,6,may,no,197
38,primary,28,jan,no,70
39,tertiary,14,jul,no,111
82,secondary,19,feb,yes,330
46,tertiary,8,may,no,557
52,primary,18,aug,no,155
40,secondary,8,aug,no,119
27,tertiary,2,jun,no,535
32,tertiary,20,apr,no,190
39,secondary,21,jul,no,38
31,secondary,12,may,no,185
73,secondary,5,nov,no,509
77,secondary,26,jan,yes,1616
53,primary,11,aug,yes,254
50,secondary,7,may,no,43
36,tertiary,21,may,no,354
33,secondary,9,may,no,109
32,tertiary,20,apr,no,169
41,secondary,5,may,no,523
53,secondary,29,aug,no,59
31,secondary,28,aug,no,79
55,unknown,30,jul,no,89
38,primary,30,may,no,287
51,primary,18,nov,no,328
27,secondary,5,feb,no,98
28,secondary,30,may,no,68
64,secondary,18,feb,no,362
50,tertiary,7,may,no,83
25,secondary,21,jul,no,317
27,tertiary,2,mar,yes,658
41,tertiary,29,jul,no,63
28,secondary,26,may,no,329
25,secondary,8,jul,no,71
32,secondary,28,may,no,95
26,tertiary,27,apr,no,398
32,tertiary,19,aug,no,178
55,primary,16,jun,no,500
41,secondary,20,aug,no,351
26,tertiary,5,feb,no,339
29,tertiary,6,feb,no,98
38,secondary,9,jun,no,69
29,tertiary,18,may,yes,256
39,tertiary,22,aug,no,109
28,tertiary,9,apr,yes,1042
53,primary,4,feb,no,200
34,tertiary,22,jul,no,81
50,tertiary,31,jul,no,22
41,secondary,28,jul,no,534
25,secondary,22,jul,no,129
46,primary,6,may,no,739
43,secondary,12,jul,yes,220
43,tertiary,15,jul,no,61
30,secondary,3,jun,no,275
44,secondary,5,may,yes,894
39,unknown,30,may,no,825
34,tertiary,21,aug,no,12
32,tertiary,26,may,no,114
42,tertiary,26,aug,no,174
41,unknown,22,apr,yes,219
26,tertiary,26,oct,yes,318
33,secondary,20,may,no,265
45,tertiary,2,feb,no,68
31,tertiary,29,jan,no,468
32,tertiary,25,aug,no,121
57,primary,20,aug,no,252
28,secondary,18,jul,no,800
35,secondary,18,nov,no,378
33,tertiary,24,jun,no,137
52,unknown,8,may,no,301
44,tertiary,13,may,no,420
55,secondary,23,jul,no,218
45,secondary,29,jan,no,227
37,secondary,24,jul,no,101
49,primary,28,jul,no,151
38,secondary,21,may,no,78
32,tertiary,14,apr,no,259
51,tertiary,18,jul,no,177
32,secondary,20,aug,no,210
25,secondary,8,sep,yes,260
36,tertiary,6,aug,yes,836
41,secondary,13,may,no,139
30,secondary,18,jul,no,112
51,unknown,4,jun,no,17
55,secondary,13,aug,no,81
28,secondary,6,may,no,178
37,primary,5,jun,no,39
35,secondary,5,may,no,471
54,secondary,19,may,no,235
45,tertiary,20,apr,no,257
49,secondary,21,nov,no,10
51,secondary,12,aug,no,359
50,primary,13,may,no,126
31,secondary,2,feb,no,381
44,tertiary,11,may,no,78
33,tertiary,28,aug,no,94
34,secondary,21,may,no,250
37,secondary,29,may,no,82
42,secondary,17,nov,no,96
42,secondary,31,jul,no,130
47,secondary,25,aug,no,141
55,primary,17,jun,no,254
27,secondary,28,may,yes,694
42,secondary,24,jul,no,226
44,secondary,26,aug,no,128
48,secondary,20,apr,no,243
55,primary,7,aug,no,196
29,tertiary,18,may,no,179
31,tertiary,16,oct,yes,154
39,tertiary,11,may,no,128
38,unknown,21,nov,no,64
40,secondary,14,aug,no,87
34,secondary,3,jul,no,225
37,tertiary,20,apr,no,108
29,tertiary,30,apr,no,222
49,secondary,6,aug,no,131
33,secondary,7,may,no,107
36,secondary,29,jan,no,224
32,tertiary,30,apr,yes,532
31,tertiary,2,feb,no,105
29,secondary,9,jul,no,259
49,primary,9,may,no,161
49,primary,3,jul,no,60
32,secondary,18,jul,no,67
37,secondary,27,may,yes,731
34,unknown,4,jun,no,729
39,tertiary,19,nov,no,145
36,tertiary,16,jul,yes,689
42,secondary,28,may,no,255
42,secondary,13,may,no,294
40,tertiary,20,nov,no,178
46,secondary,28,aug,no,7
27,secondary,14,may,no,282
29,tertiary,13,aug,no,126
34,tertiary,13,aug,no,490
43,secondary,14,may,no,318
44,primary,15,may,no,71
34,tertiary,6,sep,no,136
64,tertiary,9,nov,yes,201
28,secondary,24,jul,yes,454
43,primary,28,may,no,90
55,tertiary,19,nov,no,164
34,tertiary,14,jul,no,105
33,secondary,20,nov,no,89
21,secondary,31,aug,no,197
39,secondary,16,jun,no,358
58,tertiary,14,aug,no,124
42,primary,31,jul,no,51
32,secondary,9,feb,no,17
55,primary,15,may,no,641
54,tertiary,15,may,no,165
42,secondary,7,jul,no,277
57,tertiary,21,aug,no,135
40,unknown,19,jun,no,40
38,secondary,12,may,no,193
45,primary,14,may,no,68
32,tertiary,29,jan,no,125
58,secondary,9,jun,no,443
38,secondary,9,feb,no,69
41,tertiary,23,jul,no,105
57,secondary,9,jun,no,589
40,tertiary,7,may,no,378
54,tertiary,6,feb,no,13
37,primary,28,jan,no,46
39,tertiary,28,jan,no,169
38,tertiary,12,jun,no,159
57,primary,28,may,no,105
37,tertiary,12,may,no,328
45,secondary,7,may,no,388
36,secondary,17,apr,yes,1080
28,secondary,26,may,no,158
36,tertiary,21,nov,no,174
44,primary,7,may,no,113
56,secondary,15,may,no,189
42,secondary,20,nov,no,124
33,secondary,12,may,no,289
23,primary,3,jun,no,281
33,tertiary,11,aug,no,240
39,secondary,3,apr,no,57
31,secondary,25,aug,no,139
40,secondary,17,nov,no,113
55,primary,7,aug,no,166
35,tertiary,21,nov,no,171
37,secondary,21,may,no,51
57,primary,21,nov,no,570
53,tertiary,20,aug,no,329
51,secondary,17,nov,no,99
44,primary,14,aug,no,187
57,secondary,17,nov,no,56
38,tertiary,20,jun,no,34
49,secondary,8,aug,no,140
59,primary,5,aug,no,268
53,tertiary,31,aug,no,106
33,secondary,14,apr,no,44
37,secondary,10,jul,no,214
50,secondary,7,may,no,216
54,secondary,10,jul,no,151
51,primary,29,jan,no,51
34,tertiary,21,aug,no,121
33,secondary,8,may,no,221
32,secondary,12,may,no,155
50,tertiary,31,jul,no,7
43,secondary,17,nov,no,103
49,tertiary,28,jul,no,273
45,secondary,21,aug,no,172
35,primary,8,aug,no,191
36,tertiary,17,apr,no,351
35,secondary,20,may,no,47
44,primary,29,jul,no,176
55,primary,4,feb,no,75
41,secondary,4,nov,no,5
83,primary,5,mar,yes,181
59,primary,29,may,no,184
39,tertiary,7,may,no,40
35,secondary,17,apr,no,865
60,secondary,18,aug,no,113
29,primary,16,apr,no,617
54,secondary,7,may,no,329
73,primary,11,nov,no,516
32,tertiary,26,may,no,125
41,secondary,19,jun,no,78
73,primary,23,apr,yes,888
52,secondary,8,aug,no,84
58,primary,6,apr,no,122
35,secondary,20,apr,no,95
36,secondary,19,jun,no,238
28,tertiary,16,feb,yes,331
38,secondary,19,may,no,241
35,primary,6,jun,no,304
69,primary,3,feb,no,32
32,tertiary,7,may,no,447
40,tertiary,20,jun,no,95
47,secondary,20,may,no,132
44,tertiary,5,feb,yes,676
46,primary,16,may,no,42
43,primary,26,may,no,134
30,secondary,24,jul,no,28
32,secondary,18,nov,no,400
40,secondary,30,may,no,385
53,primary,29,jan,yes,470
50,secondary,30,may,no,165
46,secondary,29,may,no,609
44,tertiary,31,mar,yes,262
38,secondary,20,may,no,314
35,tertiary,6,may,no,100
32,secondary,23,jul,no,110
28,tertiary,26,feb,yes,141
53,unknown,21,aug,no,150
31,secondary,18,aug,no,709
30,primary,8,jul,no,225
32,secondary,15,apr,no,169
37,tertiary,30,jul,no,352
33,secondary,14,apr,no,706
36,secondary,20,jun,no,15
37,tertiary,18,oct,no,50
46,secondary,29,jan,no,444
55,primary,15,may,no,176
38,tertiary,29,aug,no,38
40,tertiary,29,jan,yes,1473
50,secondary,7,may,no,149
56,primary,11,jul,no,118
36,tertiary,30,mar,no,138
58,primary,7,jul,no,317
34,secondary,11,may,no,196
47,primary,20,nov,no,274
40,tertiary,19,aug,no,194
31,secondary,14,may,no,466
38,secondary,5,jun,no,31
29,tertiary,8,jul,no,231
31,secondary,17,apr,no,370
37,secondary,13,may,no,168
38,secondary,5,jun,yes,636
20,secondary,6,may,no,373
26,secondary,6,feb,no,341
42,tertiary,9,jul,no,98
45,secondary,7,aug,no,292
67,primary,8,jul,no,64
30,secondary,14,may,no,197
31,secondary,13,aug,no,336
45,secondary,18,aug,no,122
30,secondary,16,jun,no,161
58,tertiary,8,may,no,98
40,tertiary,21,aug,no,55
46,secondary,15,jul,no,59
33,secondary,17,jun,no,166
27,secondary,20,may,no,16
45,tertiary,10,nov,yes,182
34,tertiary,22,apr,no,156
55,secondary,5,jun,no,348
49,secondary,14,may,no,229
43,primary,17,jul,no,180
33,tertiary,14,aug,no,257
46,tertiary,30,apr,yes,970
49,secondary,30,may,no,50
34,tertiary,30,jul,no,87
31,tertiary,21,aug,no,165
35,tertiary,14,aug,no,76
48,secondary,2,feb,no,121
44,secondary,25,may,no,485
30,tertiary,19,nov,no,258
45,primary,17,jun,no,128
54,primary,7,may,no,187
38,tertiary,13,may,no,537
24,secondary,15,jul,no,561
35,secondary,6,may,no,597
47,secondary,23,jul,no,104
53,secondary,17,nov,no,508
48,secondary,20,apr,no,611
38,secondary,20,nov,no,266
45,tertiary,19,may,no,95
24,secondary,13,may,no,210
33,secondary,12,may,no,92
55,tertiary,14,may,no,77
34,tertiary,5,feb,no,269
52,unknown,17,nov,no,567
31,secondary,26,aug,no,66
49,secondary,27,aug,no,13
25,tertiary,13,may,no,492
49,secondary,5,jun,no,280
66,secondary,7,aug,no,131
38,secondary,27,may,no,78
48,tertiary,17,nov,no,87
60,tertiary,20,jun,no,241
27,primary,23,jul,no,435
66,primary,2,nov,no,83
29,secondary,7,may,no,113
39,secondary,8,may,no,153
68,tertiary,28,aug,no,109
38,secondary,21,jul,no,105
42,secondary,4,aug,no,111
39,primary,20,may,no,101
35,secondary,1,sep,no,516
32,primary,2,jun,no,215
36,secondary,11,may,no,622
39,secondary,20,may,no,145
32,secondary,21,may,no,198
26,tertiary,29,jan,no,168
39,secondary,14,may,no,506
40,secondary,8,may,no,69
50,unknown,27,feb,yes,194
29,secondary,17,apr,no,357
33,tertiary,23,may,no,256
38,secondary,6,may,no,402
26,tertiary,21,apr,yes,110
31,secondary,8,may,no,226
44,tertiary,17,jun,no,491
37,secondary,29,jan,yes,1600
57,secondary,18,may,no,23
37,tertiary,19,mar,yes,167
47,secondary,4,aug,no,416
28,secondary,14,may,no,523
49,primary,10,jul,no,834
33,tertiary,14,aug,no,96
29,secondary,8,may,no,194
49,secondary,6,jun,no,92
67,tertiary,6,aug,yes,254
47,tertiary,30,apr,no,127
39,primary,21,nov,no,219
34,tertiary,21,may,no,171
38,tertiary,15,may,no,17
29,secondary,2,jun,no,281
33,secondary,7,may,no,566
38,primary,6,feb,no,427
37,secondary,2,jun,no,24
35,primary,14,may,no,177
60,tertiary,13,may,no,34
39,primary,9,may,no,294
37,secondary,17,mar,yes,406
58,tertiary,16,jun,no,109
52,tertiary,18,nov,no,336
42,secondary,12,may,no,53
52,tertiary,17,nov,no,131
60,secondary,5,aug,yes,603
53,tertiary,30,jul,no,595
52,secondary,11,may,no,87
23,secondary,13,may,no,139
40,tertiary,28,may,no,198
40,secondary,16,apr,no,208
47,unknown,9,may,no,83
49,secondary,12,aug,yes,645
25,tertiary,12,may,no,64
36,tertiary,14,may,no,341
24,secondary,15,may,no,80
46,primary,29,may,no,93
29,tertiary,26,may,no,150
34,secondary,19,jul,yes,253
21,unknown,26,may,yes,131
43,tertiary,29,jul,no,619
60,primary,10,jul,no,121
51,tertiary,14,jul,no,78
31,secondary,9,may,no,210
41,primary,13,aug,no,111
32,tertiary,28,aug,no,90
24,unknown,1,jun,no,65
39,tertiary,9,jul,no,97
40,tertiary,25,aug,no,73
26,secondary,16,jul,yes,586
43,secondary,4,feb,no,1213
22,secondary,16,may,no,270
41,secondary,18,aug,no,169
60,secondary,7,may,no,63
54,secondary,25,aug,no,54
32,secondary,21,nov,no,69
32,primary,24,jul,no,129
33,secondary,18,nov,no,62
42,tertiary,12,may,no,248
43,tertiary,20,aug,no,341
53,primary,16,apr,no,1410
33,secondary,20,may,no,229
59,unknown,10,jul,no,293
34,tertiary,3,nov,no,193
51,secondary,6,aug,no,530
58,secondary,10,jul,no,445
56,primary,28,may,no,68
30,tertiary,21,nov,no,402
54,secondary,3,jul,no,202
36,secondary,20,jun,no,63
48,tertiary,17,jun,no,64
33,tertiary,30,apr,no,169
39,secondary,16,jul,no,188
53,secondary,7,may,no,270
32,secondary,3,apr,no,272
29,secondary,25,may,yes,124
41,primary,8,jul,no,125
37,tertiary,12,aug,no,62
32,secondary,13,may,no,67
28,secondary,29,jan,yes,254
55,secondary,18,aug,no,151
28,tertiary,1,sep,yes,222
34,secondary,24,jul,no,147
60,secondary,3,feb,no,149
38,tertiary,25,aug,no,234
36,secondary,30,jan,no,339
31,tertiary,22,jul,no,249
42,secondary,3,jun,no,440
34,tertiary,13,aug,no,135
37,tertiary,3,mar,yes,426
30,secondary,20,may,no,184
31,secondary,21,jul,no,167
33,secondary,25,jul,no,184
55,primary,19,jun,no,207
56,secondary,17,apr,yes,156
50,tertiary,4,jun,yes,510
43,primary,14,may,no,322
39,secondary,9,jul,no,205
40,tertiary,23,apr,yes,499
47,secondary,15,may,no,484
31,secondary,16,jul,no,715
61,tertiary,29,oct,yes,377
35,tertiary,19,nov,no,169
53,secondary,19,aug,no,609
29,secondary,3,jul,no,97
47,secondary,16,jul,no,325
27,secondary,21,jul,no,53
49,secondary,29,aug,no,175
36,unknown,2,feb,no,237
38,secondary,30,may,no,161
44,secondary,18,may,no,517
33,unknown,30,apr,no,110
36,secondary,26,aug,no,109
49,primary,19,may,no,81
45,unknown,12,may,no,134
51,secondary,20,nov,no,365
44,primary,7,jul,no,187
30,secondary,8,may,no,287
33,secondary,26,may,no,122
39,tertiary,18,jun,no,311
25,secondary,23,apr,yes,163
35,tertiary,17,apr,no,249
28,secondary,7,may,no,374
38,tertiary,7,aug,no,117
46,secondary,31,jul,no,126
49,secondary,25,aug,no,941
30,secondary,5,feb,no,363
31,secondary,4,aug,no,158
28,secondary,23,may,no,277
46,secondary,14,may,no,566
50,primary,11,aug,no,72
47,secondary,12,may,no,104
30,tertiary,7,apr,yes,465
58,secondary,17,jun,no,206
55,secondary,28,may,no,157
35,secondary,9,mar,yes,301
38,secondary,9,jun,no,299
35,secondary,9,jul,no,42
49,tertiary,31,aug,yes,470
38,tertiary,21,aug,no,1111
30,primary,13,may,no,51
42,primary,11,aug,yes,265
40,secondary,9,jul,no,177
38,tertiary,16,jun,no,394
38,tertiary,20,nov,no,25
55,primary,16,may,no,160
37,secondary,21,may,no,303
44,secondary,25,aug,no,69
30,secondary,28,jan,no,445
43,tertiary,17,jul,no,470
47,unknown,5,may,no,13
49,secondary,23,may,no,181
43,secondary,20,apr,no,42
33,tertiary,27,aug,no,61
36,secondary,26,may,no,180
73,tertiary,17,feb,yes,281
58,secondary,25,jul,no,46
48,secondary,18,aug,no,68
43,secondary,28,jul,no,307
44,primary,16,may,no,96
36,secondary,2,feb,no,185
36,tertiary,19,nov,no,234
38,tertiary,25,aug,no,425
30,secondary,28,aug,no,21
54,secondary,8,jul,no,194
50,secondary,12,may,no,298
40,secondary,20,jun,yes,570
31,secondary,29,jan,no,138
49,secondary,19,nov,no,37
36,tertiary,31,jul,no,74
41,primary,31,jul,no,101
28,tertiary,2,feb,no,194
29,tertiary,7,jul,yes,273
58,primary,7,may,no,147
26,secondary,8,jul,no,141
27,secondary,15,may,no,143
54,secondary,13,aug,no,110
31,secondary,25,aug,no,249
30,secondary,4,may,no,23
50,secondary,18,nov,no,212
55,tertiary,23,may,no,556
32,secondary,15,feb,yes,83
48,secondary,17,nov,no,107
29,tertiary,15,may,no,261
43,primary,7,may,no,174
35,secondary,2,jun,no,110
33,secondary,2,jun,no,122
51,primary,6,may,no,217
43,tertiary,7,aug,no,229
35,secondary,15,jul,no,323
37,secondary,14,oct,no,183
51,unknown,22,feb,no,143
36,secondary,6,jul,no,413
47,secondary,30,apr,no,211
37,tertiary,5,feb,no,89
55,tertiary,7,aug,no,61
50,secondary,6,jun,no,52
43,primary,6,may,no,210
51,secondary,9,sep,yes,345
37,secondary,9,sep,yes,404
48,primary,17,nov,no,479
45,secondary,14,may,no,183
34,tertiary,20,nov,no,128
54,unknown,5,may,no,742
32,secondary,14,may,no,145
53,tertiary,21,aug,yes,343
42,primary,18,may,no,53
39,secondary,14,may,no,225
45,secondary,7,aug,no,95
59,secondary,12,aug,no,141
50,secondary,30,may,no,42
31,tertiary,28,aug,no,49
36,tertiary,2,oct,no,91
64,tertiary,25,aug,yes,479
36,secondary,28,aug,no,121
49,secondary,6,may,yes,687
59,secondary,14,may,yes,1125
55,secondary,28,may,no,23
57,primary,5,may,no,98
41,secondary,2,jul,no,237
56,primary,28,jan,no,156
45,secondary,2,jun,no,116
60,unknown,19,jun,no,39
42,unknown,5,may,no,408
60,primary,8,jul,no,291
44,tertiary,16,apr,no,399
46,secondary,12,may,no,181
39,primary,7,may,no,56
59,secondary,18,jul,no,247
35,tertiary,15,jul,no,555
45,tertiary,15,jul,no,112
72,primary,23,mar,yes,255
32,tertiary,14,aug,no,134
42,unknown,16,jun,yes,617
32,secondary,2,jun,no,746
57,secondary,19,jun,no,97
50,secondary,13,nov,yes,176
53,secondary,19,aug,no,58
48,primary,21,nov,no,120
54,primary,11,jun,no,136
54,unknown,6,jun,no,13
51,secondary,8,may,no,136
37,secondary,20,apr,no,115
38,secondary,10,jul,no,234
41,secondary,9,jul,no,391
59,secondary,5,aug,no,54
30,tertiary,9,may,no,261
31,tertiary,14,may,no,414
47,secondary,5,feb,no,48
60,secondary,18,aug,no,280
53,secondary,7,may,no,530
38,primary,19,nov,yes,623
56,secondary,28,jan,no,79
30,secondary,13,may,no,108
54,secondary,18,may,no,9
31,secondary,26,may,no,283
46,tertiary,15,may,no,236
31,secondary,21,may,no,140
59,secondary,28,may,no,248
79,primary,18,aug,no,90
29,tertiary,2,feb,no,485
37,secondary,8,may,no,238
46,tertiary,13,oct,no,182
25,secondary,6,may,no,44
42,secondary,15,may,no,194
52,secondary,20,jun,no,8
36,primary,21,may,no,290
48,secondary,31,jul,no,6
39,primary,10,jul,no,149
57,tertiary,16,jul,no,294
41,primary,4,jun,no,79
35,secondary,6,may,no,160
45,primary,7,jul,no,112
50,tertiary,12,may,no,1002
36,secondary,13,may,no,132
34,unknown,17,nov,no,97
36,tertiary,21,nov,no,10
24,tertiary,11,aug,no,123
48,tertiary,8,may,no,208
36,secondary,5,may,no,577
73,tertiary,27,feb,yes,49
46,secondary,13,may,no,104
43,secondary,4,feb,no,154
56,tertiary,5,aug,yes,318
37,secondary,20,nov,yes,370
50,primary,18,oct,no,37
31,secondary,6,oct,yes,311
35,secondary,5,may,no,168
30,secondary,9,apr,yes,743
52,primary,10,jul,no,374
60,tertiary,8,aug,no,255
60,unknown,20,may,no,21
79,primary,8,jul,yes,1006
29,secondary,8,jul,no,202
51,unknown,13,aug,no,287
26,secondary,13,may,no,116
64,tertiary,11,feb,yes,671
47,primary,7,may,no,140
45,primary,29,jul,no,145
42,primary,9,jun,no,238
33,tertiary,2,feb,no,116
30,tertiary,8,aug,no,112
40,secondary,8,may,no,380
35,tertiary,21,aug,no,169
38,primary,25,jul,no,460
38,secondary,29,may,no,174
56,primary,29,jan,no,129
53,secondary,6,sep,no,353
28,secondary,18,jul,no,580
37,tertiary,7,may,no,580
54,tertiary,3,feb,no,341
34,primary,29,jan,no,157
